product_name_en	product_name_da	product_name_de	product_name_fr	product_name_it	product_name_nl	product_name_pl	product_name_fi	product_name_es	product_name_sv	product_url_en	product_url_da	product_url_de	product_url_fr	product_url_it	product_url_nl	product_url_pl	product_url_fi	product_url_es	product_url_sv	style_en	style_da	style_de	style_fr	style_it	style_nl	style_pl	style_fi	style_es	style_sv	category	environment_image_1	environment_image_2	environment_image_3
Canvas print - Instant Camera Collection	Lærred - Instant Camera Collection	Leinwandbild - Instant Camera Collection	Toile - Instant Camera Collection	Stampe su tela - Instant Camera Collection	Canvas schilderi - Instant Camera Collection	Obraz na płótnie - Instant Camera Collection	Canvas taulu - Instant Camera Collection	Lienzo - Instant Camera Collection	Canvastavla Instant Camera Collection - Tavla	https://wamaya.com/product/canvas-print-instant-camera-collection/	https://wamaya.dk/product/laerred-instant-camera-collection/	https://wamaya.de/product/leinwandbild-instant-camera-collection/	https://wamaya.fr/product/toile-instant-camera-collection/	https://wamaya.it/product/stampe-su-tela-instant-camera-collection/	https://wamaya.nl/product/canvas-schilderi-instant-camera-collection/	https://wamaya.pl/product/obraz-na-plotnie-instant-camera-collection/	https://wamaya.fi/product/canvas-taulu-instant-camera-collection/	https://wamaya.es/product/lienzo-instant-camera-collection/	https://wamaya.se/product/canvastavla-instant-camera-collection-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Illustrationer	https://pictufy.com/api/interiors.php?p=2489653&i=1079	https://pictufy.com/api/interiors.php?p=2489653&i=94	
Canvas print - Mid Century Painting	Lærred - Mid Century Painting	Leinwandbild - Mid Century Painting	Toile - Mid Century Painting	Stampe su tela - Mid Century Painting	Canvas schilderi - Mid Century Painting	Obraz na płótnie - Mid Century Painting	Canvas taulu - Mid Century Painting	Lienzo - Mid Century Painting	Canvastavla Mid Century Painting - Tavla	https://wamaya.com/product/canvas-print-mid-century-painting/	https://wamaya.dk/product/laerred-mid-century-painting/	https://wamaya.de/product/leinwandbild-mid-century-painting/	https://wamaya.fr/product/toile-mid-century-painting/	https://wamaya.it/product/stampe-su-tela-mid-century-painting/	https://wamaya.nl/product/canvas-schilderi-mid-century-painting/	https://wamaya.pl/product/obraz-na-plotnie-mid-century-painting/	https://wamaya.fi/product/canvas-taulu-mid-century-painting/	https://wamaya.es/product/lienzo-mid-century-painting/	https://wamaya.se/product/canvastavla-mid-century-painting-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2629970&i=1079	https://pictufy.com/api/interiors.php?p=2629970&i=94	
Canvas print - Clay No2	Lærred - Clay No2	Leinwandbild - Clay No2	Toile - Clay No2	Stampe su tela - Clay No2	Canvas schilderi - Clay No2	Obraz na płótnie - Clay No2	Canvas taulu - Clay No2	Lienzo - Clay No2	Canvastavla Clay No2 - Tavla	https://wamaya.com/product/canvas-print-clay-no2/	https://wamaya.dk/product/laerred-clay-no2/	https://wamaya.de/product/leinwandbild-clay-no2/	https://wamaya.fr/product/toile-clay-no2/	https://wamaya.it/product/stampe-su-tela-clay-no2/	https://wamaya.nl/product/canvas-schilderi-clay-no2/	https://wamaya.pl/product/obraz-na-plotnie-clay-no2/	https://wamaya.fi/product/canvas-taulu-clay-no2/	https://wamaya.es/product/lienzo-clay-no2/	https://wamaya.se/product/canvastavla-clay-no2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2470506&i=1079	https://pictufy.com/api/interiors.php?p=2470506&i=94	
Canvas print - Infinite Moments Infinite Autumns	Lærred - Infinite Moments Infinite Autumns	Leinwandbild - Infinite Moments Infinite Autumns	Toile - Infinite Moments Infinite Autumns	Stampe su tela - Infinite Moments Infinite Autumns	Canvas schilderi - Infinite Moments Infinite Autumns	Obraz na płótnie - Infinite Moments Infinite Autumns	Canvas taulu - Infinite Moments Infinite Autumns	Lienzo - Infinite Moments Infinite Autumns	Canvastavla Infinite Moments Infinite Autumns - Tavla	https://wamaya.com/product/canvas-print-infinite-moments-infinite-autumns/	https://wamaya.dk/product/laerred-infinite-moments-infinite-autumns/	https://wamaya.de/product/leinwandbild-infinite-moments-infinite-autumns/	https://wamaya.fr/product/toile-infinite-moments-infinite-autumns/	https://wamaya.it/product/stampe-su-tela-infinite-moments-infinite-autumns/	https://wamaya.nl/product/canvas-schilderi-infinite-moments-infinite-autumns/	https://wamaya.pl/product/obraz-na-plotnie-infinite-moments-infinite-autumns/	https://wamaya.fi/product/canvas-taulu-infinite-moments-infinite-autumns/	https://wamaya.es/product/lienzo-infinite-moments-infinite-autumns/	https://wamaya.se/product/canvastavla-infinite-moments-infinite-autumns-tavla/	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Blommor	https://pictufy.com/api/interiors.php?p=2500689&i=1079	https://pictufy.com/api/interiors.php?p=2500689&i=94	
Canvas print - Instant Camera Rainbow	Lærred - Instant Camera Rainbow	Leinwandbild - Instant Camera Rainbow	Toile - Instant Camera Rainbow	Stampe su tela - Instant Camera Rainbow	Canvas schilderi - Instant Camera Rainbow	Obraz na płótnie - Instant Camera Rainbow	Canvas taulu - Instant Camera Rainbow	Lienzo - Instant Camera Rainbow	Canvastavla Instant Camera Rainbow - Tavla	https://wamaya.com/product/canvas-print-instant-camera-rainbow/	https://wamaya.dk/product/laerred-instant-camera-rainbow/	https://wamaya.de/product/leinwandbild-instant-camera-rainbow/	https://wamaya.fr/product/toile-instant-camera-rainbow/	https://wamaya.it/product/stampe-su-tela-instant-camera-rainbow/	https://wamaya.nl/product/canvas-schilderi-instant-camera-rainbow/	https://wamaya.pl/product/obraz-na-plotnie-instant-camera-rainbow/	https://wamaya.fi/product/canvas-taulu-instant-camera-rainbow/	https://wamaya.es/product/lienzo-instant-camera-rainbow/	https://wamaya.se/product/canvastavla-instant-camera-rainbow-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Illustrationer	https://pictufy.com/api/interiors.php?p=2489650&i=1079	https://pictufy.com/api/interiors.php?p=2489650&i=94	
Canvas print - Ready.2	Lærred - Ready.2	Leinwandbild - Ready.2	Toile - Ready.2	Stampe su tela - Ready.2	Canvas schilderi - Ready.2	Obraz na płótnie - Ready.2	Canvas taulu - Ready.2	Lienzo - Ready.2	Canvastavla Ready.2 - Tavla	https://wamaya.com/product/canvas-print-ready-2/	https://wamaya.dk/product/laerred-ready-2/	https://wamaya.de/product/leinwandbild-ready-2/	https://wamaya.fr/product/toile-ready-2/	https://wamaya.it/product/stampe-su-tela-ready-2/	https://wamaya.nl/product/canvas-schilderi-ready-2/	https://wamaya.pl/product/obraz-na-plotnie-ready-2/	https://wamaya.fi/product/canvas-taulu-ready-2/	https://wamaya.es/product/lienzo-ready-2/	https://wamaya.se/product/canvastavla-ready-2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2817873&i=1079	https://pictufy.com/api/interiors.php?p=2817873&i=94	
Canvas print - Data	Lærred - Data	Leinwandbild - Data	Toile - Data	Stampe su tela - Data	Canvas schilderi - Data	Obraz na płótnie - Data	Canvas taulu - Data	Lienzo - Data	Canvastavla Data - Tavla	https://wamaya.com/product/canvas-print-data/	https://wamaya.dk/product/laerred-data/	https://wamaya.de/product/leinwandbild-data/	https://wamaya.fr/product/toile-data/	https://wamaya.it/product/stampe-su-tela-data/	https://wamaya.nl/product/canvas-schilderi-data/	https://wamaya.pl/product/obraz-na-plotnie-data/	https://wamaya.fi/product/canvas-taulu-data/	https://wamaya.es/product/lienzo-data/	https://wamaya.se/product/canvastavla-data-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Illustrationer	https://pictufy.com/api/interiors.php?p=2489667&i=1079	https://pictufy.com/api/interiors.php?p=2489667&i=94	
Canvas print - One In a Million.1	Lærred - One In a Million.1	Leinwandbild - One In a Million.1	Toile - One In a Million.1	Stampe su tela - One In a Million.1	Canvas schilderi - One In a Million.1	Obraz na płótnie - One In a Million.1	Canvas taulu - One In a Million.1	Lienzo - One In a Million.1	Canvastavla One In a Million.1 - Tavla	https://wamaya.com/product/canvas-print-one-in-a-million-1/	https://wamaya.dk/product/laerred-one-in-a-million-1/	https://wamaya.de/product/leinwandbild-one-in-a-million-1/	https://wamaya.fr/product/toile-one-in-a-million-1/	https://wamaya.it/product/stampe-su-tela-one-in-a-million-1/	https://wamaya.nl/product/canvas-schilderi-one-in-a-million-1/	https://wamaya.pl/product/obraz-na-plotnie-one-in-a-million-1/	https://wamaya.fi/product/canvas-taulu-one-in-a-million-1/	https://wamaya.es/product/lienzo-one-in-a-million-1/	https://wamaya.se/product/canvastavla-one-in-a-million-1-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2814127&i=1079	https://pictufy.com/api/interiors.php?p=2814127&i=94	
Canvas print - Moon Phases ★★★	Lærred - Moon Phases ★★★	Leinwandbild - Moon Phases ★★★	Toile - Moon Phases ★★★	Stampe su tela - Moon Phases ★★★	Canvas schilderi - Moon Phases ★★★	Obraz na płótnie - Moon Phases ★★★	Canvas taulu - Moon Phases ★★★	Lienzo - Moon Phases ★★★	Canvastavla Moon Phases ★★★ - Tavla	https://wamaya.com/product/canvas-print-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.dk/product/laerred-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.de/product/leinwandbild-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.fr/product/toile-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.it/product/stampe-su-tela-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.nl/product/canvas-schilderi-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.pl/product/obraz-na-plotnie-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.fi/product/canvas-taulu-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.es/product/lienzo-moon-phases-%e2%98%85%e2%98%85%e2%98%85/	https://wamaya.se/product/canvastavla-moon-phases-%e2%98%85%e2%98%85%e2%98%85-tavla/	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Illustrationer	https://pictufy.com/api/interiors.php?p=2489686&i=1079	https://pictufy.com/api/interiors.php?p=2489686&i=94	
Canvas print - One In a Million.3	Lærred - One In a Million.3	Leinwandbild - One In a Million.3	Toile - One In a Million.3	Stampe su tela - One In a Million.3	Canvas schilderi - One In a Million.3	Obraz na płótnie - One In a Million.3	Canvas taulu - One In a Million.3	Lienzo - One In a Million.3	Canvastavla One In a Million.3 - Tavla	https://wamaya.com/product/canvas-print-one-in-a-million-3/	https://wamaya.dk/product/laerred-one-in-a-million-3/	https://wamaya.de/product/leinwandbild-one-in-a-million-3/	https://wamaya.fr/product/toile-one-in-a-million-3/	https://wamaya.it/product/stampe-su-tela-one-in-a-million-3/	https://wamaya.nl/product/canvas-schilderi-one-in-a-million-3/	https://wamaya.pl/product/obraz-na-plotnie-one-in-a-million-3/	https://wamaya.fi/product/canvas-taulu-one-in-a-million-3/	https://wamaya.es/product/lienzo-one-in-a-million-3/	https://wamaya.se/product/canvastavla-one-in-a-million-3-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2814128&i=1079	https://pictufy.com/api/interiors.php?p=2814128&i=94	
Canvas print - Beige Arc Poster - No.3	Lærred - Beige Arc Plakat - No.3	Leinwandbild - Beige Arc Poster - No.3	Toile - Beige Arc Affiche - No.3	Stampe su tela - Beige Arc Poster - No.3	Canvas schilderi - Beige Arc Poster - No.3	Obraz na płótnie - Beige Arc Plakat - No.3	Canvas taulu - Beige Arc Juliste - No.3	Lienzo - Beige Arc Póster - No.3	Canvastavla Beige Arc Poster No.3 - Tavla	https://wamaya.com/product/canvas-print-beige-arc-poster-no-3/	https://wamaya.dk/product/laerred-beige-arc-plakat-no-3/	https://wamaya.de/product/leinwandbild-beige-arc-poster-no-3/	https://wamaya.fr/product/toile-beige-arc-affiche-no-3/	https://wamaya.it/product/stampe-su-tela-beige-arc-poster-no-3/	https://wamaya.nl/product/canvas-schilderi-beige-arc-poster-no-3/	https://wamaya.pl/product/obraz-na-plotnie-beige-arc-plakat-no-3/	https://wamaya.fi/product/canvas-taulu-beige-arc-juliste-no-3/	https://wamaya.es/product/lienzo-beige-arc-poster-no-3/	https://wamaya.se/product/canvastavla-beige-arc-poster-no-3-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2551331&i=1079	https://pictufy.com/api/interiors.php?p=2551331&i=94	
Canvas print - Rose	Lærred - Rose	Leinwandbild - Rose	Toile - Rose	Stampe su tela - Rose	Canvas schilderi - Rose	Obraz na płótnie - Rose	Canvas taulu - Rose	Lienzo - Rose	Canvastavla Rose - Tavla	https://wamaya.com/product/canvas-print-rose/	https://wamaya.dk/product/laerred-rose/	https://wamaya.de/product/leinwandbild-rose/	https://wamaya.fr/product/toile-rose/	https://wamaya.it/product/stampe-su-tela-rose/	https://wamaya.nl/product/canvas-schilderi-rose/	https://wamaya.pl/product/obraz-na-plotnie-rose/	https://wamaya.fi/product/canvas-taulu-rose/	https://wamaya.es/product/lienzo-rose/	https://wamaya.se/product/canvastavla-rose-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Blommor	https://pictufy.com/api/interiors.php?p=2381756&i=1079	https://pictufy.com/api/interiors.php?p=2381756&i=94	
Canvas print - Beige Arc Poster - No.2	Lærred - Beige Arc Plakat - No.2	Leinwandbild - Beige Arc Poster - No.2	Toile - Beige Arc Affiche - No.2	Stampe su tela - Beige Arc Poster - No.2	Canvas schilderi - Beige Arc Poster - No.2	Obraz na płótnie - Beige Arc Plakat - No.2	Canvas taulu - Beige Arc Juliste - No.2	Lienzo - Beige Arc Póster - No.2	Canvastavla Beige Arc Poster No.2 - Tavla	https://wamaya.com/product/canvas-print-beige-arc-poster-no-2/	https://wamaya.dk/product/laerred-beige-arc-plakat-no-2/	https://wamaya.de/product/leinwandbild-beige-arc-poster-no-2/	https://wamaya.fr/product/toile-beige-arc-affiche-no-2/	https://wamaya.it/product/stampe-su-tela-beige-arc-poster-no-2/	https://wamaya.nl/product/canvas-schilderi-beige-arc-poster-no-2/	https://wamaya.pl/product/obraz-na-plotnie-beige-arc-plakat-no-2/	https://wamaya.fi/product/canvas-taulu-beige-arc-juliste-no-2/	https://wamaya.es/product/lienzo-beige-arc-poster-no-2/	https://wamaya.se/product/canvastavla-beige-arc-poster-no-2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2551330&i=1079	https://pictufy.com/api/interiors.php?p=2551330&i=94	
Canvas print - Henri Matisse Black Algae	Lærred - Henri Matisse Black Algae	Leinwandbild - Henri Matisse Black Algae	Toile - Henri Matisse Black Algae	Stampe su tela - Henri Matisse Black Algae	Canvas schilderi - Henri Matisse Black Algae	Obraz na płótnie - Henri Matisse Black Algae	Canvas taulu - Henri Matisse Black Algae	Lienzo - Henri Matisse Black Algae	Canvastavla Henri Matisse Black Algae - Tavla	https://wamaya.com/product/canvas-print-henri-matisse-black-algae/	https://wamaya.dk/product/laerred-henri-matisse-black-algae/	https://wamaya.de/product/leinwandbild-henri-matisse-black-algae/	https://wamaya.fr/product/toile-henri-matisse-black-algae/	https://wamaya.it/product/stampe-su-tela-henri-matisse-black-algae/	https://wamaya.nl/product/canvas-schilderi-henri-matisse-black-algae/	https://wamaya.pl/product/obraz-na-plotnie-henri-matisse-black-algae/	https://wamaya.fi/product/canvas-taulu-henri-matisse-black-algae/	https://wamaya.es/product/lienzo-henri-matisse-black-algae/	https://wamaya.se/product/canvastavla-henri-matisse-black-algae-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2499522&i=1079	https://pictufy.com/api/interiors.php?p=2499522&i=94	
Canvas print - Land 1	Lærred - Land 1	Leinwandbild - Land 1	Toile - Land 1	Stampe su tela - Land 1	Canvas schilderi - Land 1	Obraz na płótnie - Land 1	Canvas taulu - Land 1	Lienzo - Land 1	Canvastavla Land 1 - Tavla	https://wamaya.com/product/canvas-print-land-1/	https://wamaya.dk/product/laerred-land-1/	https://wamaya.de/product/leinwandbild-land-1/	https://wamaya.fr/product/toile-land-1/	https://wamaya.it/product/stampe-su-tela-land-1/	https://wamaya.nl/product/canvas-schilderi-land-1/	https://wamaya.pl/product/obraz-na-plotnie-land-1/	https://wamaya.fi/product/canvas-taulu-land-1/	https://wamaya.es/product/lienzo-land-1/	https://wamaya.se/product/canvastavla-land-1-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2648963&i=1079	https://pictufy.com/api/interiors.php?p=2648963&i=94	
Canvas print - Land 2	Lærred - Land 2	Leinwandbild - Land 2	Toile - Land 2	Stampe su tela - Land 2	Canvas schilderi - Land 2	Obraz na płótnie - Land 2	Canvas taulu - Land 2	Lienzo - Land 2	Canvastavla Land 2 - Tavla	https://wamaya.com/product/canvas-print-land-2/	https://wamaya.dk/product/laerred-land-2/	https://wamaya.de/product/leinwandbild-land-2/	https://wamaya.fr/product/toile-land-2/	https://wamaya.it/product/stampe-su-tela-land-2/	https://wamaya.nl/product/canvas-schilderi-land-2/	https://wamaya.pl/product/obraz-na-plotnie-land-2/	https://wamaya.fi/product/canvas-taulu-land-2/	https://wamaya.es/product/lienzo-land-2/	https://wamaya.se/product/canvastavla-land-2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2648964&i=1079	https://pictufy.com/api/interiors.php?p=2648964&i=94	
Canvas print - Floral vintage computer	Lærred - Floral vintage computer	Leinwandbild - Floral vintage computer	Toile - Floral vintage computer	Stampe su tela - Floral vintage computer	Canvas schilderi - Floral vintage computer	Obraz na płótnie - Floral vintage computer	Canvas taulu - Floral vintage computer	Lienzo - Floral vintage computer	Canvastavla Floral vintage computer - Tavla	https://wamaya.com/product/canvas-print-floral-vintage-computer/	https://wamaya.dk/product/laerred-floral-vintage-computer/	https://wamaya.de/product/leinwandbild-floral-vintage-computer/	https://wamaya.fr/product/toile-floral-vintage-computer/	https://wamaya.it/product/stampe-su-tela-floral-vintage-computer/	https://wamaya.nl/product/canvas-schilderi-floral-vintage-computer/	https://wamaya.pl/product/obraz-na-plotnie-floral-vintage-computer/	https://wamaya.fi/product/canvas-taulu-floral-vintage-computer/	https://wamaya.es/product/lienzo-floral-vintage-computer/	https://wamaya.se/product/canvastavla-floral-vintage-computer-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Illustrationer	https://pictufy.com/api/interiors.php?p=2478696&i=1079	https://pictufy.com/api/interiors.php?p=2478696&i=94	
